Season,Team1,Team2,Target,AvgPointsScored_Diff,AvgPointsAllowed_Diff,AvgOE_Diff,AvgDE_Diff,AvgTSP_Diff,AvgAstTORatio_Diff,AvgeFGP_Diff,AvgPossessions_Diff,AvgORP_Diff,AvgDRP_Diff,AvgStlRate_Diff,AvgBlkRate_Diff,AvgFTR_Diff,Avg3PAr_Diff,SOS_Diff,WinPct_Diff,GamesPlayed_Diff,NetRating_Diff,RecentWinPct_Diff,RecentOE_Diff,SeedNum_Diff,Elo_Diff,Rank_MOR_Diff,Rank_POM_Diff,Rank_SAG_Diff,Rank_WLK_Diff
2023,1222,1274,0,-4.376838235294116,-15.625,1.3533999118818798,-16.441613802537802,-0.028900045833195276,0.22096771640174695,-0.02436870651195122,-4.501608455882348,0.06876490521468004,0.022800091863944605,0.021764095964578498,0.0380642276,-0.012048910799730916,0.031564635027927335,0.018515506116957514,0.1305147058823528,2.0,17.795013714419696,0.13333333333333341,-7.527119986135062,-4.0,115.83405637684723,-40.0,-39.0,-33.0,-32.0
2014,1173,1393,1,5.237689393939391,8.13636363636364,-0.9527675656902801,4.200422261353523,0.032906576863735326,-0.18738546806728618,0.04285428938789393,5.314796401515153,-0.030578700116123125,0.03471816875139244,-0.04376378621896508,-0.047468151453231106,0.022814349201097373,0.04598166957956462,0.01812063584222634,-0.14678030303030298,1.0,-5.153189827043775,0.4166666666666667,3.1781475211626855,8.0,-128.55587684160628,35.0,37.0,39.0,36.0
2013,1112,1125,1,-3.6187500000000057,-0.94583333333334,-3.5015149825921412,0.30249510998530127,-0.03722985649667532,-0.1341263897136582,-0.050766140172112006,-1.1835677083333422,0.05322140554420657,0.0705302207266073,-0.03562592686608779,0.020292538523436904,0.047587974141088785,-0.009265343765528233,0.024909682910332354,-0.018750000000000044,2.0,-3.8040100925774425,-0.33333333333333337,4.383137474135211,-5.0,-33.0657359456236,-19.0,-27.0,-27.0,-24.0
2023,3329,3274,0,5.008064516129039,4.567540322580648,5.280178550749056,4.9248016233983805,0.03164004263842268,0.20286298997849483,0.03930368808578477,1.260849294354827,-0.09292169233338399,-0.022615072242660128,-0.029522353737288398,0.007541867762481801,-0.017689548184626314,0.07203072367751268,0.017408354267553827,0.043346774193548376,1.0,0.35537692735067594,-0.25,-1.651369730414899,-1.0,-21.366873657279484,0.0,0.0,0.0,0.0
2018,1276,1260,1,1.959558823529406,1.4981617647058911,2.4546103700729134,2.525904720836408,-0.04015085995893575,0.2508901736915474,-0.03690392674581433,0.2945542279411768,0.03542838501175871,0.0072662856160087275,-0.008871104783666303,0.013682354596683204,-0.038294915950086994,0.0726895868473294,0.06062316039229321,-0.049632352941176516,2.0,-0.07129435076345203,0.0,11.933386312888473,-8.0,77.78072265312198,-52.0,-32.0,-51.0,-36.0
2014,3241,3401,0,4.931818181818187,-4.151515151515149,7.5715823907661814,-5.33819940533931,0.013508981674651421,0.03482030995853336,0.008069926291712104,-0.6165482954545496,0.04975272737023073,0.03862935047434124,0.002866156095090708,0.0209078190984604,0.006127408547001334,0.1694858532055347,-0.12620923637912734,0.09848484848484851,1.0,12.909781796105477,0.5,-5.452273694536046,8.0,-10.728852657107382,0.0,0.0,0.0,0.0
2017,1462,1268,1,1.069259962049344,2.804554079696402,0.6101970234215486,3.1857811041524258,-0.009597624520392034,0.10269974262967208,-0.010948558343979009,0.4779886148007648,0.045840455199818386,0.07624316574188394,0.014077478866960202,-0.032914097069832796,0.02299872471808978,-0.04206603542478493,0.03636231411454394,-0.12428842504743831,3.0,-2.575584080730863,-0.06666666666666665,0.01480890011713143,5.0,-20.006216366861963,-15.0,-5.0,-10.0,9.0
2005,1181,1277,0,1.6952380952380963,2.442857142857143,-3.8497820261487874,-1.731921670221439,-0.02993547210144476,-0.3168323037379148,-0.027982238411317084,3.9398809523809604,-0.013964799555528873,-0.100897711407409,0.008259804910041496,0.0629106010532923,0.0560495371531296,0.053367788632826096,0.05496183480199113,0.04761904761904767,2.0,-2.1178603559273412,0.13333333333333341,4.249101576556583,-4.0,91.30081994430543,-8.0,-1.0,-8.0,-8.0
2012,3235,3453,0,-11.833333333333336,2.0333333333333314,-8.850132827579188,10.301673235231846,-0.05321295887688765,-0.22498541136826888,-0.05936943273829387,-5.998749999999987,0.026869862007182888,0.03798167573413991,-0.08200726221066698,-0.0013654696644747055,0.005542034555541697,0.09321396827083772,0.10086123196315083,-0.3666666666666668,0.0,-19.151806062811033,-0.6666666666666667,-17.439831097034997,3.0,-148.88493277381576,0.0,0.0,0.0,0.0
2016,3393,3376,1,-1.46875,3.4375,-8.609776401678658,-0.03411892109326686,-0.06987445162602524,-0.1339570766536109,-0.06372904114998923,4.541015625,-0.011693232822707234,-0.046405852580008844,0.047588359941697495,-8.932403758819818e-05,-0.16305753607334111,0.1520912733130212,0.007882794153998285,-0.1875,0.0,-8.575657480585377,-0.33333333333333337,-1.8824480626029754,3.0,-147.93625553219476,0.0,0.0,0.0,0.0
2011,1314,1266,1,0.5784313725490193,-1.3012477718360174,-5.441082427566926,-8.00138371998051,-0.030618820065268504,-0.31141112311488195,-0.025227814172953333,3.85176024955436,0.00912033356320957,0.03368893282703078,-0.02017983965544219,0.0232637358815041,-0.07514313633450492,-0.013029943191305016,0.024756920704434915,0.19964349376114077,-1.0,2.5603012924135946,0.4,1.0752887811503626,-9.0,101.92112475207091,-22.0,-19.0,-14.0,-24.0
2003,1257,1122,1,12.129629629629619,0.7629629629629591,9.651421619279674,-5.662966063904051,0.013920040540661094,0.3605610208250386,0.015139823094200588,4.9511111111111035,0.033904688087777246,-0.011896538715167604,-0.005150073171278607,0.0010518614926592063,-0.05956412560881258,0.060219782133236366,0.0995936155829093,0.059259259259259345,3.0,15.314387683183696,-0.19999999999999996,7.423500592929642,-9.0,73.62990973433398,-137.0,-109.0,-97.0,-71.0
2021,1211,1166,1,15.15109890109889,0.8296703296703214,13.446390029864318,-5.040791590198225,0.06246046347978873,0.07397745811611345,0.053523396914175736,4.6328640109890245,0.051276116864388904,0.05012703571893373,0.010239393325134502,-0.010421679538170005,0.09803153762303563,-0.11930954471436012,0.009038899743593842,0.2857142857142857,-2.0,18.487181620062543,0.4,14.719462809291116,-4.0,166.79983774460698,-27.0,-18.0,-13.0,-15.0
2021,1101,1417,0,3.458193979933114,-6.760869565217391,-1.5511194285478638,-15.23573514809884,0.0006714158314440333,0.11120471164697543,0.0061141755185616375,4.243624581939798,0.007136297063977393,-0.03188436734231104,0.05294103564334479,0.012206726600724402,0.01995687571431709,0.048001095110578595,-0.12717625350782857,0.17224080267558528,-3.0,13.684615719551005,1.0,4.65326520228021,3.0,4.125994682180362,28.0,42.0,54.0,39.0
2011,1396,1361,0,-0.09375,3.25,-3.722008190527049,1.5603989888927003,-0.0045228182516369175,0.28748486756299263,-0.005163555995126856,2.3121093749999915,-0.056098562782293415,0.01243113258719497,0.007598974693298788,-0.0024608841229269013,0.015370092359491994,0.0010564881237181134,-0.044597060924051135,-0.15625,0.0,-5.282407179419735,-0.25,2.682391078230353,5.0,-66.18494025957398,34.0,32.0,28.0,25.0
2017,3417,3163,0,-12.721774193548384,10.155241935483872,-20.813388575424128,11.715604809925807,-0.12165360528592906,-0.9596562894004734,-0.13260545641264537,1.9594884072580498,-0.02226315357328079,0.018586339669747654,-0.003922256131739299,0.005296349216989793,0.03856982595761932,-0.010807285043391512,-0.021873575652934574,-0.25806451612903225,-1.0,-32.52899338534991,-0.5,-44.97950471716656,3.0,-217.3557378471687,0.0,0.0,0.0,0.0
2008,1450,1314,0,-21.643382352941174,-15.672794117647058,-3.558414501967931,-0.18416533196408125,0.012707956404233611,0.2445154713568365,0.018058890248682458,-17.00992647058824,-0.14053169683222783,-0.0091986084513076,-0.0026464953291540916,-0.012369604172452496,0.003620094336314217,0.11959299088594508,-0.03385016217961445,-0.19117647058823517,-2.0,-3.37424917000385,-0.33333333333333337,-0.3395494475659717,3.0,-164.9719359289959,13.0,6.0,11.0,14.0
2013,1299,1251,1,-5.757352941176471,-9.369485294117645,-8.657803574673991,-14.590385753845382,-0.034937132692710704,-0.1509227076663423,-0.030793927681318223,0.19501378676470438,0.015773375353577368,-0.0024199961664543856,0.026209722613126,0.034141486067298,0.05363440026272698,0.026152514975757823,-0.021667863977297808,0.15441176470588236,2.0,5.932582179171376,-0.16666666666666663,-21.661104110263025,0.0,44.80931651281503,-3.0,-25.0,-18.0,-41.0
2012,1378,1325,0,-11.399621212121218,-5.354166666666664,-6.5681591821627165,1.9918490605879668,-0.010016734815346817,-0.05114653270497338,-0.011600190700649382,-7.229024621212133,-0.006147556470533,0.024822495732170546,-0.047978769483334086,0.013816532841505108,-0.023556320787235407,-0.07708243669387149,0.09142979494308251,-0.19412878787878785,-1.0,-8.560008242750667,-0.30000000000000004,-16.024498469761994,-1.0,-47.85626960600007,-31.0,-5.0,-2.0,-11.0
2021,3140,3112,0,2.732919254658384,3.126293995859207,5.271534613459053,6.422266431204463,0.03974660010980652,0.38424935550001094,0.05220633112338818,-1.3193322981366435,0.030066434209481796,-0.027007339427360333,-0.03758582946028119,-0.00851916582351521,-0.06691346700209444,0.04736786365713941,-0.032307485943126324,0.020703933747412084,2.0,-1.1507318177453936,0.0,13.626221564144373,8.0,-23.50283359124728,0.0,0.0,0.0,0.0
2012,3452,3400,1,-3.804435483870961,-11.26814516129032,1.0144942146592228,-10.65539110479061,0.00015054088049609726,-0.082049711382013,-0.008772520826027419,-4.784463205645153,0.05783712041884281,0.04273717700762025,0.00889777600695768,-0.013417820707303102,0.11554370581803419,0.03151208495751251,-0.03099018802107356,0.13810483870967738,1.0,11.669885319449847,0.08333333333333337,-21.026599570666576,-1.0,65.5591455707081,0.0,0.0,0.0,0.0
2024,1246,1324,0,13.025735294117652,6.775735294117652,7.412074748541414,-0.4225438319781034,0.04628188889149798,0.4439158688293636,0.04970061090664435,6.497863051470603,-0.03245095776939444,0.003139874721577063,0.0052218098603761115,0.049555883528022905,-0.002542697827253526,-0.03334829148074758,0.04051912016124398,0.04227941176470584,-2.0,7.834618580519532,-0.33333333333333337,8.389778992133216,-11.0,103.72059497630062,-118.0,-118.0,0.0,-106.0
2017,1332,1233,1,-1.8039215686274446,-10.989304812834234,3.668855897746724,-8.813256017903598,0.011746625633259344,0.15597753346662713,0.019397647449729938,-4.106773618538313,0.0501280824102307,0.01086677827025373,-0.00027608199962300684,0.0633782968869113,0.041625613748793755,-0.01171854585971327,0.06424157523655788,0.2014260249554367,-1.0,12.482111915650322,-0.25,-1.3338444769675988,-11.0,164.28407814234424,-76.0,-102.0,-110.0,-105.0
2009,1281,1266,1,2.269162210338692,-2.9839572192513373,-1.2838228558805156,-7.155134545034002,-0.006620030139079636,0.1210420877690459,0.009682248211596689,2.619841800356511,0.0041578446595306184,-0.03356251808192823,0.028894364563477187,0.017350951986593907,-0.09046653261895549,-0.03462981312732549,-0.009889929452982504,0.09625668449197855,1.0,5.871311689153487,0.55,-0.8022387180541273,-3.0,2.736180596411259,-3.0,-10.0,-12.0,-13.0
2004,1173,1177,0,-2.89791666666666,-3.5729166666666714,-2.5211260504471085,-3.304528444499354,-0.00562150034247777,0.007821461250737904,-0.0010776795905744763,-1.4625520833333354,-0.003190763438191413,0.022806264950299138,-0.015272403310931798,0.008704547489754605,0.035938539010149484,0.11256960127560928,-0.02922392771411364,0.050000000000000044,2.0,0.7834023940522457,-0.20000000000000007,-15.483483936587135,3.0,68.80879535395115,12.0,9.0,9.0,8.0
2022,1458,1235,0,4.240927419354833,3.548387096774192,6.163344293076008,5.127807136170361,-0.002560721470337479,0.1235787243407025,-0.015487420720460887,-0.04599294354839856,-0.015861862561239726,0.047289814329905866,-0.04531549722036081,-0.0090895725344518,0.03886653953409197,-0.015353624067209193,0.023316981173436724,0.14919354838709675,-1.0,1.0355371569056615,0.3333333333333333,28.137558444078735,-8.0,157.65176892332647,-19.0,-12.0,-40.0,-27.0
2017,3405,3166,0,4.345833333333331,4.131250000000001,-7.057510092140859,-5.54408777638352,-0.020258351647163997,-0.5829138771512195,-0.023428432654652276,9.696458333333325,0.04020103888110088,-0.04455572650500328,0.048378280289350095,-0.041378075087429904,0.12069766923700609,-0.1170722909402373,-0.015466832197009839,-0.01666666666666672,2.0,-1.5134223157573263,0.5,-2.1283995475123447,3.0,-23.888605603344786,0.0,0.0,0.0,0.0
2021,1260,1333,0,1.4313186813186718,-13.403846153846153,6.514643503469131,-16.56083993927342,0.06001604811824368,0.05101094017630281,0.07686506599320703,-2.6524381868131854,-0.04694284500186033,0.08241921744161085,0.024527782575769097,-0.013483163501414201,-0.03062865747179999,0.014417841247609198,-0.059844384807068385,0.27472527472527475,-2.0,23.075483442742524,0.19999999999999996,3.2640866334210443,-4.0,97.29760659302201,-42.0,-76.0,-45.0,-37.0
2010,1143,1181,0,-0.0008912655971471395,6.688057040998217,-0.8300531644061095,8.040377098135309,0.024537652666110965,-0.03487811208399427,0.03179690118562006,0.9513591800356522,-0.04985787969858774,0.01778387132980741,-0.01965274904247319,-0.0324635854706964,-0.021900608583740877,-0.0267019542708965,0.011750641455453237,-0.15597147950089119,-1.0,-8.870430262541419,-0.050000000000000044,10.664846915159885,7.0,-136.0222988508408,13.0,13.0,27.0,21.0
2010,3328,3246,1,-2.2092803030302974,8.541666666666671,-2.004289436721578,12.046483358153921,0.0007323739604252477,0.06952202174100042,0.009678766243678971,-0.745750473484847,-0.00875313479517903,0.03963762112408453,-0.06083433015575511,-0.031705385775828106,-0.11415463814479498,-0.012365648015347008,0.09997065777895098,-0.08428030303030298,1.0,-14.050772794875499,-0.06666666666666665,10.953734795018562,-1.0,85.70625575960253,0.0,0.0,0.0,0.0
2006,1181,1261,0,7.74848484848485,3.7363636363636346,8.513169323736903,2.125779878657795,0.06098337248710173,0.09628429549886985,0.05276655625205884,1.8039393939393875,-0.1027662095997724,-0.07112654605153912,0.012828186290548799,-0.015823869132325488,0.07578141747556527,0.1297379604353913,0.024021304567083623,0.1757575757575759,3.0,6.3873894450790925,-0.15000000000000002,3.0415597420383733,-3.0,125.12232539214233,-14.0,-12.0,-11.0,-11.0
2024,3304,3333,0,1.7184750733137832,4.58553274682307,-0.6946468100452137,2.795513671670946,-0.029268580643376896,-0.16837047499470104,-0.038811694151935305,2.484946236559125,0.07111311525098529,0.007425491188701394,0.023671025607874693,-0.033710227822152106,0.03531603693247881,0.0359710351440331,-0.034792890864621895,-0.10752688172043012,2.0,-3.49016048171616,0.25,7.497014151901411,3.0,-29.42301888287011,0.0,0.0,0.0,0.0
2024,1155,1307,1,-4.152573529411768,0.3125,1.5305610952141393,6.974427430949746,0.03275879968279405,-0.036535334559231636,0.026852693885429546,-4.828699448529406,-0.0494890564634512,0.026975959847095554,-0.0515868518997306,-0.018454094330265902,-0.024016610415783124,0.10419643221254149,0.010563581564333568,-0.07904411764705888,-2.0,-5.443866335735578,-0.5,3.1617093115522863,-5.0,-20.478062083763234,7.0,11.0,0.0,11.0
2006,1116,1137,0,8.012235817575089,9.409343715239153,3.650682134830035,6.865295669095332,-0.02247063793983295,0.27393649233877815,-0.024682035468762797,5.318325917686323,0.04157453537883854,-0.05915073242386937,-0.015432510760480106,0.0744209297611826,-0.03580502424675003,-0.023709185791806975,0.07201772616736768,-0.15239154616240258,2.0,-3.214613534265281,-0.25,0.032870681882698705,-1.0,-47.37371952353874,-75.0,-26.0,-24.0,-19.0
2007,1332,1457,1,2.2867965367965297,3.0822510822510836,1.6498728907336897,3.5658495353519157,0.003278117023476468,-0.052039499832049474,-0.01641616143960456,0.9784226190476204,0.000816358844071774,-0.03320762545131051,-0.007135590566630087,-0.0298102316006989,-0.019961057709944663,0.02024804758115678,0.11448859100921993,-0.06926406926406925,5.0,-1.9159766446182136,0.0,-2.9517927177563195,-8.0,-45.066628174121206,-69.0,-50.0,-22.0,-24.0
2016,3257,3177,0,-9.250946969696969,-5.696969696969703,-6.826669202743304,-3.4621427569593806,-0.028419213654981013,-0.5972705574623187,-0.04454398685955535,-4.084173768939394,0.05890974436720431,-0.033272188175106576,0.012000686402878796,0.0087619353348398,0.11679036639661361,-0.09025283991151872,0.013629169132028163,0.02367424242424243,-1.0,-3.3645264457839232,0.0,-6.293918637339516,-3.0,50.79916924496115,0.0,0.0,0.0,0.0
2010,1396,1165,0,-10.231237322515213,-8.404665314401619,-9.795198934280606,-8.508317652216235,-0.06754942839160605,0.08223984714856925,-0.06894321977091034,-3.33557302231236,0.0065341550670864335,0.027548859035247397,-0.0325598832141874,-0.016447639300643697,-0.008072379329526924,-0.08639383015834884,0.08047708077733934,-0.009127789046653123,5.0,-1.286881282064357,0.0,-24.78133594286011,-7.0,54.37451202344414,-35.0,-48.0,-36.0,-39.0
2014,1112,1451,1,1.1659663865546293,-9.995798319327726,1.593281988762385,-16.21178434313734,-0.04893098727536749,0.5154266109638701,-0.03507564672227892,0.14929096638655892,0.09544001103957794,0.023588177621543527,0.033550803251849094,0.012708506741304401,-0.09002017723317335,-0.1075618989699772,0.13831619984338928,0.27521008403361347,6.0,17.805066331899724,-0.15000000000000002,-5.267239473246249,-15.0,179.38737846998538,-173.0,-170.0,-170.0,-166.0
2019,3281,3234,0,-13.874053030303031,-9.654356060606062,-12.135668032117024,-6.529648446830038,-0.03233968807902854,-0.7811626052827371,-0.035342151840692226,-5.448851799242419,-0.019320253617890082,-0.01592958158973845,0.004485891638950204,-0.0041428433004655,0.052872249298294816,0.17455455355548188,-0.028189088999354017,-0.11553030303030298,1.0,-5.606019585286985,-0.33333333333333337,-3.223525330739804,5.0,-52.318522496850846,0.0,0.0,0.0,0.0
2011,1243,1429,1,1.4284274193548328,8.129032258064512,-5.672142024130437,5.997175277548578,-0.03870174802410731,-0.26692337710025904,-0.03245682723500393,4.66145413306451,0.07629110008515211,-0.052650343410599154,0.014452872319510798,0.026711023935862097,-0.009046362443463907,0.02255702063537307,0.10921585657016375,-0.22883064516129037,-1.0,-11.669317301679017,-0.33333333333333337,3.9921111006247685,-7.0,-80.82946118775544,-13.0,13.0,4.0,14.0
2023,3187,3400,0,-9.97977941176471,-1.5,-15.6263491650475,-3.9026099132386918,-0.06522364492765598,-0.3043799733459196,-0.07145169102399751,1.5923713235294201,-0.050193210073422534,-0.09370075762984031,0.051095930438696716,-0.034341148465994106,0.05673418034127459,0.04795130688316909,-0.11717328841785568,-0.016544117647058876,-2.0,-11.723739251808823,0.4,-10.791890094877331,9.0,-166.41871886860213,0.0,0.0,0.0,0.0
2011,1277,1417,0,-1.84375,0.1875,-1.530457846333661,2.8212571398680097,-0.019155515247362254,0.09165708718848231,-0.018070298592894773,-1.046875,-0.013114378614431488,0.024578767935429346,0.014443096821273899,-0.008849848694149495,-0.0694407792477652,0.03177181138567209,0.04814925617898591,-0.125,0.0,-4.351714986201671,0.26666666666666666,12.395453615918342,3.0,6.316468403636236,-20.0,-12.0,-10.0,-2.0
2015,3390,3169,1,1.5331439393939377,0.9232954545454533,7.916251434848206,6.527726049019776,0.04160385898198621,-0.012445209746475228,0.04614772926416999,-4.071590909090915,-0.017778367558049513,-0.04879766103569527,0.003120016187573793,0.027256545603460303,0.027926644040600468,-0.028546181597046305,0.10875403002138678,0.008522727272727293,1.0,1.388525385828416,0.0,1.6039535880388343,-9.0,192.46522615119557,0.0,0.0,0.0,0.0
2022,1255,1397,0,0.5324675324675212,3.778138528138534,3.419585128860021,7.836260289971108,0.02303724504965976,-0.17568206275234544,0.018712904253950224,-1.773200757575765,0.001845577055451686,0.014607845176575096,-0.023826915163715198,-0.04233335452268681,0.06684255998036154,-0.03524651524940481,-0.19148924936673112,-0.0021645021645021467,-5.0,-4.416675161111087,0.0,11.323775188972633,11.0,-152.89205037666625,113.0,132.0,158.0,122.0
2012,1250,1462,0,4.837121212121218,-2.0482954545454533,6.821340945498989,-3.609800990391662,0.021774313897177877,0.14655412917444988,0.01451922733505795,0.2712239583333371,0.00047239630407841515,0.0084714708817768,0.025122825902791704,-0.012477102588984101,-0.028520918338746815,0.10960756469457766,-0.15009359524349997,0.14488636363636365,-1.0,10.431141935890635,0.4,10.668369707112774,5.0,-44.40485890756304,53.0,25.0,37.0,34.0
2018,1382,1417,1,-4.0,-5.3125,-0.7713110992569767,-2.972470075976929,-0.0027285184840535326,-0.02055627067720711,-0.012257596486549116,-2.9371093749999915,0.010321279783805204,-0.027797455700597773,0.021463424256903202,0.0029268425195187048,0.045862117049675966,-0.06165716980086333,-0.028017792069173764,0.125,0.0,2.2011589767199524,0.08333333333333337,6.339745559943381,0.0,27.187245121860997,6.0,21.0,16.0,15.0
2015,1140,1279,0,9.21875,5.4375,7.473793574786484,2.3676385181369994,0.04423406849978995,0.18307469346314154,0.047806706259546417,3.607421875,-0.0032920606791868035,0.031915446322650864,0.001975499157593902,-0.015848305569625805,0.0449983257705866,0.033946470743870694,-0.020818751743648334,0.09375,0.0,5.10615505664947,0.3333333333333333,4.277243737267014,0.0,43.190453134383915,-22.0,-13.0,-15.0,-14.0
2018,3400,3113,1,12.96117424242425,6.901515151515149,3.7678314741445575,-2.736045388051892,0.016562953863987318,-0.4886609783399152,0.020348735691193776,9.914559659090898,0.0320647208419218,-0.006544904144705432,0.009692728310276497,0.0307636119283028,-0.013475447963308601,-0.0024525389280841137,0.011334106639090291,0.17613636363636365,-1.0,6.503876862196465,0.08333333333333337,2.321291396791608,-5.0,120.16768182728401,0.0,0.0,0.0,0.0
2004,1427,1390,0,-1.5047619047619065,11.942857142857136,-10.49330489210621,10.418906170040259,-0.03986558448780353,-0.43960666473271526,-0.03823635273192355,5.175089285714293,-0.02964132204351072,-0.050066235059951,-0.0011862907373128978,-0.0385378415807207,0.03366328370416466,0.085805944145464,-0.06222921096413092,-0.3952380952380954,-2.0,-20.912211062146454,0.19999999999999996,8.354683073359524,15.0,-296.1593888545408,206.0,204.0,227.0,199.0
2009,1156,1448,1,-16.39791666666666,-10.456249999999997,-7.037920694975284,-0.5614709587838433,-0.051392881313030325,0.21993386694742878,-0.05290607410438575,-10.909947916666667,-0.029041596219128718,-0.03208769243903686,0.019804394659356198,-0.023023048934816104,-0.06767206240579204,0.07238997942446981,-0.022756177900907337,-0.11250000000000004,2.0,-6.476449736191427,0.33333333333333337,2.1041621234882655,9.0,-52.422797572556874,58.0,47.0,55.0,46.0
2024,1286,1212,0,8.516129032258064,5.451612903225808,7.478197284340823,2.879029001107426,0.045477158504620196,0.3935862893168395,0.05575900974482728,3.283467741935482,-0.07640040518095892,0.04697913408795684,0.007084689253563092,-0.013974845872523296,-0.0916892682194626,0.1154573132945117,0.014318459564072905,-0.06451612903225801,0.0,4.599168283233396,0.16666666666666663,17.672960954909342,0.0,-18.50272980555019,-76.0,-54.0,0.0,1.0
2004,1386,1251,1,9.043778801843331,-5.5,15.825953258089527,-5.5425241482003,0.07868869486056407,0.5974237241909125,0.0878639994932825,-1.737672811059909,-0.07251102488255917,-0.027035994584080347,0.009746083865583705,0.005241385993212,0.013279512775928481,0.07975050708527126,0.07812839635594093,0.4158986175115209,-3.0,21.368477406289827,-0.5,-10.576823502008935,-15.0,309.3062480590795,-182.0,-176.0,-194.0,-170.0
2010,1250,1242,0,-6.639705882352942,6.237132352941174,-9.839707267654688,7.393253200605187,-0.025549338910117347,-0.2114695293244353,-0.03347173902880618,0.4612362132352956,-0.0840366964360118,0.026306582523102362,-0.030661890506149495,-0.06511941303398941,0.008657815433427585,-0.004816165389889049,-0.1580699368238465,-0.25367647058823517,-2.0,-17.232960468259865,0.0,-2.8195539881773186,15.0,-307.2896049774613,148.0,178.0,203.0,170.0
2024,1104,1158,1,10.75,8.123106060606062,6.699268535823734,3.3079237915736,0.05034858674124454,-0.18207916810857983,0.041632433402379876,5.146200284090909,0.01645263923537693,-0.03207914433411607,0.010148008906804798,0.012623536083341907,0.0876523237338343,-0.0014861036661443783,0.14425618022045494,-0.13162878787878785,-1.0,3.391344744250162,-0.6666666666666667,-4.768135741392541,-9.0,-9.368069385932358,-85.0,-85.0,0.0,-74.0
2017,3328,3211,1,1.3961693548387046,10.79939516129032,-6.683276517617401,7.011129491342359,-0.025553879009186486,-0.2289894582776607,-0.0232292141979471,6.708266129032268,-0.07206948336975877,-0.037699670217030135,-0.0014740531649919952,0.005672827304806505,0.002673116731564673,-0.04907734106980727,0.13132295445167158,-0.10282258064516125,-1.0,-13.694406008959746,-1.0,-33.01324833268231,-5.0,12.496245326934513,0.0,0.0,0.0,0.0
2008,1345,1124,1,-12.014583333333334,-13.279166666666669,-6.677693318103749,-10.021197256130932,-0.02933976804614402,0.10504647534518852,-0.02950331705701087,-6.523645833333333,0.010559311771679847,0.016736843713299865,0.027441397359759187,0.015367027037802392,0.010649330600406237,0.0011917408684075093,-0.06654936766404834,0.08333333333333337,2.0,3.343503938027183,0.0,-2.2026895583358623,-5.0,83.84347904700121,-18.0,-14.0,-9.0,-9.0
2012,3390,3214,1,10.86853448275862,7.373922413793103,12.602943446928123,8.31157775860791,0.06501128939475259,0.3931560950640731,0.06790898448794569,2.0627155172413723,0.0004496637492926725,0.010954518321829032,-0.054003222841923104,-0.009121906446036498,0.00663611960539312,-0.044252132587601634,0.15287084998281558,0.10668103448275867,3.0,4.2913656883202265,0.0,9.477754363759743,-15.0,203.480510842076,0.0,0.0,0.0,0.0
2003,1400,1163,1,-1.1761904761904702,-2.721428571428575,2.969843127951279,-0.01980085796699882,-0.015671677508255377,0.059578313617563605,-0.028409817243527258,-2.836398809523814,0.019042348928545394,0.02109098672383436,0.008333866493580602,-0.052162650540299296,0.028331879310290076,0.014239759626911486,0.04154377727928371,0.08571428571428574,-2.0,2.989643985918292,0.06666666666666665,7.971911829644824,-4.0,16.492295522313043,-5.0,-16.0,-18.0,-19.0
2024,1345,1301,1,7.032828282828277,-2.542929292929287,9.848824583099614,-3.5083532994927964,0.049738910874795206,0.31570654167579315,0.04845996727097357,0.06613005050503773,0.09746508061905823,0.02687349723534127,-0.0245186317193707,0.0009417797943176986,0.10319489809173621,0.01646148825035182,0.049955497312448305,0.2676767676767676,-3.0,13.357177882592424,0.0357142857142857,-4.026462121249466,-10.0,184.45385640242375,-37.0,-55.0,0.0,-56.0
2021,1333,1397,1,-3.392857142857139,6.0192307692307665,-0.062036745520188674,13.353454775634106,-0.011289322907118815,0.037994509237875285,-0.013993245321056336,-3.1191964285714278,-0.013366943581099577,-0.01660023554547596,-0.017296936089864795,-0.03006124846417319,-0.009655810678928622,0.006060523001748086,0.018379555742481513,-0.1208791208791209,2.0,-13.41549152115428,0.13333333333333341,14.895479161443333,7.0,-48.492003142289605,45.0,64.0,65.0,43.0
2011,1232,1393,0,-7.762310606060609,1.4479166666666643,-9.68370539370811,3.5393399284972986,-0.021848422654505817,-0.4557966012281687,-0.03713841030492471,-0.9293205492424192,-0.059476816315803815,0.034258830854759004,-0.04009868774417551,-0.0383546573305253,0.023495764060388613,0.04789852404902312,-0.03147055231292395,-0.19412878787878785,-1.0,-13.22304532220541,0.33333333333333337,-27.625466553946566,11.0,-156.6392565346789,89.0,98.0,102.0,90.0
2009,1314,1437,1,12.841642228739005,5.8709677419354875,8.198816915823599,1.0664288845246546,0.013656530718060167,0.230954971373164,0.014932082820268033,6.225965298142711,0.052379605281893726,-0.01626883703465898,-0.005603678621603103,0.021681905188384906,-0.0359045241170145,-0.038633754261590214,-0.0018614024626674164,0.08308895405669603,-2.0,7.1323880312989285,0.0,7.1091538770805585,-2.0,110.88776643766982,-11.0,-17.0,-15.0,-12.0
